9.999673435081707362e-02,-1.138800193705505066e-04,5.419278291157622607e-02
9.999673435081707362e-02,-1.138800193705505066e-04,5.419278291157622607e-02
9.999681851466001026e-02,-1.146657961368475830e-04,5.419533804455049092e-02
9.999670488577275251e-02,-1.158766282210842434e-04,5.420143373802314285e-02
9.999674592342648605e-02,-1.167597673117476805e-04,5.420463424957982362e-02
9.999678497565485380e-02,-1.175202380977190307e-04,5.420779018311802644e-02
9.999679833476643465e-02,-1.183639904403022472e-04,5.421096301830762021e-02
9.999674645719547339e-02,-1.191515473421672611e-04,5.421454218250504331e-02
9.999677676636195556e-02,-1.200138574208628976e-04,5.421819076703859180e-02
9.999687191049001778e-02,-1.208594089620057831e-04,5.422033354764436985e-02
9.999671377871807709e-02,-1.216682271240538456e-04,5.422536688668695010e-02
9.999677571811349530e-02,-1.227846797287448024e-04,5.422972902314870253e-02
9.999676497656700969e-02,-1.236708072779689059e-04,5.423289880691255921e-02
9.999680521651978238e-02,-1.244274209196102627e-04,5.423612259418115339e-02
9.999670945690235235e-02,-1.252706626952333226e-04,5.424034569279402584e-02
9.999681241129791676e-02,-1.260635953274432015e-04,5.424273151141396215e-02
9.999675192048974870e-02,-1.269205731397133263e-04,5.424661618146645742e-02
9.999679806362823942e-02,-1.276840833358105077e-04,5.424969406668028737e-02
9.999675290174120379e-02,-1.289356492653867862e-04,5.425484657926647053e-02
9.999675723455625498e-02,-1.297640452105866711e-04,5.425835713708879182e-02
9.999671851027783220e-02,-1.305789952558113404e-04,5.426222195099292267e-02
9.999678101825756893e-02,-1.314601169710207787e-04,5.426543629325748103e-02
9.999677710736698533e-02,-1.322068134872588657e-04,5.426806427259443094e-02
9.999677978826305991e-02,-1.330473964118112425e-04,5.427220761852206976e-02
9.999676999232474939e-02,-1.337726224017624999e-04,5.427529839303175951e-02
9.999673747354466402e-02,-1.346498346995468989e-04,5.427869883206563190e-02
9.999679209011641534e-02,-1.358671518232731294e-04,5.428357592885208610e-02
9.999669363411883838e-02,-1.081553891580287562e-04,5.416539199955108796e-02
9.999670727369494583e-02,-1.089078134124186581e-04,5.416847972612644918e-02
9.999663891112095526e-02,-1.096844806435352961e-04,5.417230426930057241e-02
9.999670989364221885e-02,-1.105319711652654510e-04,5.417532237845720106e-02
9.999668574741840676e-02,-1.112831241714323712e-04,5.417899464974114399e-02
9.999664310035373538e-02,-1.123372391172465301e-04,5.418386098739279982e-02
9.999661777712137711e-02,-1.130600934828197298e-04,5.418728776681423775e-02
9.999668555289506489e-02,-1.138266068016989665e-04,5.419000295176406440e-02
9.999665102784663362e-02,-1.146891243256572174e-04,5.419358492515139597e-02
9.999669693686115413e-02,-1.154385656637724568e-04,5.419651764802390498e-02
9.999670961841894412e-02,-1.162539891888291957e-04,5.419980577434861668e-02
9.999663863042637657e-02,-1.174509776729002879e-04,5.420508140043855949e-02
9.999662373284495809e-02,-1.182804409758657940e-04,5.420886929603222631e-02
9.999667658136560111e-02,-1.190339404375845609e-04,5.421182891547254856e-02
9.999672863177422322e-02,-1.198876340861188293e-04,5.421460482475114889e-02
9.999660937017654239e-02,-1.205744522726954245e-04,5.421873011235785189e-02
9.999671152644186434e-02,-1.212638838288412847e-04,5.422138452929783220e-02
9.999662314443240330e-02,-1.222942439685250748e-04,5.422714421099358167e-02
9.999659466754054482e-02,-1.229702260812598296e-04,5.423087855165638349e-02
9.999666756472634643e-02,-1.237343998888820631e-04,5.423414357431909777e-02
9.999665344249739074e-02,-1.243816219825056614e-04,5.423716034912196005e-02
9.999658462942115356e-02,-1.249789106490142127e-04,5.424134090704749167e-02
9.999665939517908553e-02,-1.256619970260707279e-04,5.424410734692201863e-02
9.999662698605595035e-02,-1.262358138580146319e-04,5.424807631756945608e-02
9.999665719783923379e-02,-1.270154817526837686e-04,5.425294376739465962e-02
9.999663249915956287e-02,-1.274524216687462918e-04,5.425678774785868547e-02
9.999669597743186811e-02,-1.278694739173656290e-04,5.426006520397534671e-02
9.999670434210244929e-02,-1.282352269504975198e-04,5.426383463263590584e-02
9.999667045077575978e-02,-1.284771598095697895e-04,5.426814253878674277e-02
9.999661079996782775e-02,-1.286626812559548154e-04,5.427225674371028569e-02
9.999668403537798067e-02,-1.288387868265048993e-04,5.427562529408480607e-02
9.999667505693898839e-02,-1.288569822433007753e-04,5.427950102182321074e-02
9.999663899912246412e-02,-1.286957500006083444e-04,5.428552472363229464e-02
9.999661638232379413e-02,-1.284092383495527513e-04,5.428939681183515831e-02
9.999666403880955179e-02,-1.281267727747389745e-04,5.429296244364693880e-02
9.999662620539767621e-02,-1.275253736789174494e-04,5.429723830009534208e-02
9.999662844519133231e-02,-1.268528845814351441e-04,5.430109066273748619e-02
9.999677696604591937e-02,-1.260287877270886703e-04,5.430479381995639149e-02
9.999710488210146464e-02,-1.245774585073794265e-04,5.430902103318168556e-02
9.999599951732462966e-02,-1.207736892369637574e-04,5.432097623485006993e-02
9.942067220738523559e-02,1.611905019126477214e-04,5.658233915686816662e-02
9.753457699911682877e-02,8.405017012067797152e-04,6.738489432332850360e-02
9.310810025763796571e-02,6.992144355677914471e-04,9.137485777855791635e-02
8.605494611315897546e-02,-1.765956188260633161e-03,1.266950970079449013e-01
7.667898451786590852e-02,-6.658144838010622221e-03,1.753197312140530595e-01
6.459289243481750042e-02,-1.443358269174728307e-02,2.465889246429347481e-01
4.887724634919238254e-02,-2.620927892375636212e-02,3.594074830025850154e-01
3.761334539390519260e-02,-3.538433146563817883e-02,4.543934296637693881e-01
2.698735212679595485e-02,-4.426226969294300845e-02,5.541677500817966395e-01
1.676030467960477541e-02,-5.280061178238946995e-02,6.605401776849199047e-01
8.643322352409599924e-03,-5.948918628467192438e-02,7.546351173163388104e-01
1.221555714417483325e-03,-6.546094139063202144e-02,8.523787616687291679e-01
-5.192248149160671664e-03,-7.038923459004141348e-02,9.528861487626706372e-01
-1.189700698058833439e-02,-7.492852840410234305e-02,1.095460761169143815e+00
-1.465103055821473203e-02,-7.617632954338998674e-02,1.189727693341357639e+00
-1.590928411029506745e-02,-7.596766934336252053e-02,1.276993494399870199e+00
-1.580637056664473475e-02,-7.425301660682541438e-02,1.368263060805435583e+00
-1.452576599713684136e-02,-7.153076794807640415e-02,1.445459347941258299e+00
-1.196259074044596186e-02,-6.735751870012626763e-02,1.526259580537324689e+00
-8.449499089483763353e-03,-6.229902371111777082e-02,1.600250504644533223e+00
-3.528070794356702282e-03,-5.577723195141399970e-02,1.677004429114365980e+00
4.780017307212282643e-03,-4.511575380713264000e-02,1.775542715325908683e+00
1.132001029408650356e-02,-3.699586593924775180e-02,1.838387382257727465e+00
1.858528605923139357e-02,-2.843413188333234615e-02,1.898251931720821739e+00
2.624019653846830849e-02,-1.998559626349927926e-02,1.952961103152021094e+00
3.576097505826427575e-02,-1.022242378902545566e-02,2.012332237838266202e+00
4.906937587840653342e-02,2.358140921649117591e-03,2.084179595763546278e+00
5.882618506375096590e-02,1.098440171590579426e-02,2.130931591950876669e+00
6.900563616640682796e-02,1.950824668499602163e-02,2.175680132086060592e+00
8.003165288954501577e-02,2.823296204053983918e-02,2.220482504420434378e+00
9.184603178928785194e-02,3.705944789865863592e-02,2.265225278370833539e+00
1.082733819316868268e-01,4.863078192626350826e-02,2.323442553005077293e+00
1.196079649367398218e-01,5.621702051250872939e-02,2.361836935850573305e+00
1.306944280274131842e-01,6.334045240156041534e-02,2.398536635630894143e+00
1.428243652578839451e-01,7.079365035854107147e-02,2.438163932984719562e+00
1.522188529776810073e-01,7.631878219475166092e-02,2.468802166245152918e+00
1.628042909735807342e-01,8.227554937080247544e-02,2.503604327610877700e+00
1.756069117489209575e-01,8.910838224199671420e-02,2.546561141982579990e+00
1.833361532926481852e-01,9.306408706630024674e-02,2.573456092910720194e+00
1.904082819025288142e-01,9.660171717531712554e-02,2.599167943646848222e+00
1.976533101695749917e-01,1.001728318675176727e-01,2.627117382564989168e+00
2.031050515063562156e-01,1.028162831895580581e-01,2.649704109059289436e+00
2.109389544971195796e-01,1.064577455226821540e-01,2.685796765823663890e+00
2.152723176963008411e-01,1.083251671948750466e-01,2.708646517847907109e+00
2.192930775918366382e-01,1.098921470185751925e-01,2.732661034928299149e+00
2.221406467834826648e-01,1.108760262565535032e-01,2.752080638221157116e+00
2.247302505039339982e-01,1.116767182760952937e-01,2.770041044157335097e+00
2.285550719989117019e-01,1.123767049027152853e-01,2.764108280336077694e+00
2.520262759917510365e-01,1.133081820085172636e-01,2.768992363225566411e+00
3.529338168344012816e-01,1.158921958217709880e-01,2.791710564057193533e+00
4.739881352622380417e-01,1.187617080068980729e-01,2.813602371315235828e+00
6.295027394793557551e-01,1.224743423658817137e-01,2.838449800739115236e+00
8.317727684342896000e-01,1.274143611687917066e-01,2.865754129725481381e+00
1.087123328483786455e+00,1.338530411032828882e-01,2.895201668213061019e+00
1.376326272577318433e+00,1.413805686910527548e-01,2.924054594528632478e+00
1.919037396936503770e+00,1.560717371634741113e-01,2.967675839439572361e+00
2.360313874121208411e+00,1.684473223017779187e-01,2.994666988881368841e+00
2.788263349095114307e+00,1.804017697196120817e-01,3.013857749518941365e+00
3.287868554873199844e+00,1.938345020902942084e-01,3.028376727619068287e+00
3.810924816030838436e+00,2.070369325015472550e-01,3.036988162756179221e+00
4.370161253890356257e+00,2.200487218087086583e-01,3.041593069574380692e+00
4.866984924211292807e+00,2.301799357972427740e-01,3.043439788105559707e+00
5.429531701901090912e+00,2.394236812380247104e-01,3.044553497291421440e+00
6.156650508339171601e+00,2.469560850296355359e-01,3.046187450231574889e+00
6.687209618786531529e+00,2.487586902922672427e-01,3.047183620199646725e+00
7.114831330800476472e+00,2.477361024935989808e-01,3.046453666016494477e+00
7.542125122327998810e+00,2.442764688436880882e-01,3.044298953723492573e+00
7.945801929216080417e+00,2.383865115983561656e-01,3.041046779988257232e+00
8.518679683469349229e+00,2.246197195351081199e-01,3.034988488474648527e+00
8.854408986570318163e+00,2.128875657936264987e-01,3.031272158123244242e+00
9.201436604654523066e+00,1.971321172294709378e-01,3.028465531944390943e+00
9.464283542193362209e+00,1.821083442428891863e-01,3.027269789202284400e+00
9.824623033068247580e+00,1.555694773195316905e-01,3.027030196377471061e+00
1.003843675408054814e+01,1.352145786970875840e-01,3.028097437579373441e+00
1.022221466076377183e+01,1.135893723819538931e-01,3.031991324422644851e+00
1.037246162723008069e+01,9.084324974137505948e-02,3.044184519456349935e+00
1.048334592753691830e+01,6.699498163605208112e-02,3.059931062643127309e+00
1.055432992076869780e+01,3.983565901383334662e-02,3.077859934984523260e+00
1.056209712208853801e+01,2.047478910010487249e-03,3.105948810868882415e+00
1.050736344635757824e+01,-2.543265131210955404e-02,3.129880114733019969e+00
1.039690773331296469e+01,-5.479869756445964607e-02,3.156490310484515671e+00
1.023135271907898414e+01,-8.457944276923697047e-02,3.182502476120421253e+00
1.000029037617017202e+01,-1.157974285618457999e-01,3.206853248253620947e+00
9.748191625623350731e+00,-1.430971803770960948e-01,3.224674105228248155e+00
9.437181938969514405e+00,-1.709994174486268725e-01,3.238969454259031711e+00
9.046396897738866016e+00,-2.001300059752527394e-01,3.249203627369892988e+00
8.412984526308846966e+00,-2.380169205905414975e-01,3.254706052521993520e+00
7.946674631678746437e+00,-2.601671137834089542e-01,3.252559710239528723e+00
7.425578486976049497e+00,-2.800973248230707036e-01,3.241233915406403376e+00
6.853631216624617828e+00,-2.968837495273077831e-01,3.220624301873038053e+00
6.357112450431685602e+00,-3.076865803755014506e-01,3.200469146737604298e+00
5.828532597631378209e+00,-3.156702858308938486e-01,3.179806902456345785e+00
5.034746605898090976e+00,-3.211607692968442285e-01,3.153522874215222593e+00
4.514068426700269754e+00,-3.206245820375797084e-01,3.140353973027504519e+00
3.983760259830033679e+00,-3.167394047705643922e-01,3.129921936094320678e+00
3.429524276101609370e+00,-3.091373762841626571e-01,3.121132651307884753e+00
2.985577973116485762e+00,-3.004700913951991459e-01,3.114786241680219891e+00
2.315359784152037026e+00,-2.827510837980427572e-01,3.106282935266397427e+00
1.899592726603959836e+00,-2.685377369933344416e-01,3.102367430916845414e+00
1.500199277499280281e+00,-2.521905723853444248e-01,3.100372029624780978e+00
1.136802391990862526e+00,-2.346997246514764823e-01,3.100466442556453206e+00
7.970490141564913200e-01,-2.156314810200481991e-01,3.102808203299607381e+00
5.195394498703195252e-01,-1.976005564918054958e-01,3.107016268565004236e+00
2.850923046839869412e-01,-1.801920190078549200e-01,3.112836166274473459e+00
